SMILES,LD50,Name,BertzCT,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HeavyAtomCount,HeavyAtomMolWt,Kappa3,MaxPartialCharge,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolWt,NumHAcceptors,NumHDonors,NumHeteroatoms,RingCount,SMR_VSA10,SlogP_VSA12,SlogP_VSA5,VSA_EState4,VSA_EState9,qed,n_measurements,MW
CC(C)(C)c1cc(Cl)cc(Sc2cc(Cl)cc(C(C)(C)C)c2O)c1O,1.816,2-tert-butyl-6-(3-tert-butyl-5-chloro-2-hydroxyphenyl)sulfanyl-4-chlorophenol,735.3092819,10.15889538,3.915380251,5.414043029,2.565962224,4.153757192,25,375.191,4.578431657,0.132820083,0.132820083,-0.252737207,-0.506456377,7.1508,399.383,3,2,5,2,34.96376473,34.96376473,52.66932618,1.022419498,0.0,0.563287809,1,399.3830000000002
CC(C)(C)c1cc(O)ccc1O,2.376,"2-tert-butylbenzene-1,4-diol",284.3803205,3.951452003,1.788149774,1.788149774,1.124748884,1.124748884,12,152.108,1.698504461,0.119070081,0.119070081,-0.136087963,-0.507951237,2.3953,166.22,2,2,2,1,0.0,0.0,26.33466309,0.630115741,0.0,0.580837071,1,166.21999999999997
CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,3.002,"2,6-ditert-butyl-4-nitrophenol",443.7880757,6.646607543,2.921525572,2.921525572,1.868068888,1.868068888,18,230.158,2.806414869,0.26979126,0.26979126,-0.412777778,-0.507332134,3.8954,251.326,3,1,4,1,5.687386275,0.0,52.66932618,0.581064815,0.0,0.607890519,1,251.32599999999996
CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],5.307,"2-tert-butyl-n-(2,4-dinitrophenyl)-4,6-dinitroaniline",1044.336131,6.99234738,3.966327667,3.966327667,2.609238443,2.609238443,29,390.203,4.399470758,0.299349367,0.299349367,-0.871707766,-0.344045608,4.3605,405.323,9,1,13,2,34.12431765,0.0,26.33466309,-3.417777555,0.0,0.537966659,1,405.32300000000015
CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.966,"2-tert-butyl-4,6-dinitrophenol",490.2050039,4.625282605,2.290090157,2.290090157,1.420615547,1.420615547,17,228.119,2.494759843,0.317380837,0.317380837,-0.835740741,-0.501880426,2.5061,240.215,5,1,7,1,11.37477255,0.0,26.33466309,-1.497337963,0.0,0.63080876,1,240.21499999999997
CC(C)(C)c1ccc(C(=O)O)cc1,2.576,4-tert-butylbenzoic acid,303.8573182,4.132502834,1.997876158,1.997876158,1.112804849,1.112804849,13,164.119,2.310993135,0.33517858,0.33517858,-0.87457483,-0.477639249,2.6823,178.231,1,1,2,1,5.969305288,0.0,36.69265177,1.571593915,0.0,0.717431531,1,178.231
CC(C)(C)c1ccc(C(=O)OCC(Cl)(Cl)Cl)o1,1.874,"2,2,2-trichloroethyl 5-tert-butylfuran-2-carboxylate",398.8295343,7.121276577,1.9133059,2.240632735,1.069187361,1.232850778,17,286.477,4.780343971,0.373877044,0.373877044,-1.615962302,-0.455274496,4.1041,299.581,3,0,6,1,40.77212496,34.80281967,37.08624362,-0.172874675,0.0,0.609347905,1,299.581
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1.975,1-(4-tert-butylphenyl)-4-[4-[hydroxy(diphenyl)methyl]piperidin-1-yl]butan-1-ol,992.9311441,11.14438143,7.719571089,7.719571089,5.477087555,5.477087555,35,430.357,6.033378319,0.117481531,0.117481531,-0.968232608,-0.388420735,6.4458,471.685,3,2,3,4,0.0,0.0,74.81227045,3.414419272,0.0,0.396948941,1,471.6850000000001
CC(C)(C)c1ccc(CCC=O)cc1,1.848,3-(4-tert-butylphenyl)propanal,290.006756,4.652265226,2.370825009,2.370825009,1.397004563,1.397004563,14,172.142,2.985083934,0.119821427,0.119821427,0.21149711,-0.303390192,3.1156,190.286,1,0,1,1,6.286160523,0.0,38.31893621,2.792472167,0.0,0.669208776,1,190.28599999999997
CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,3.353,4-[2-(4-tert-butylphenyl)ethoxy]quinazoline,783.3458892,6.741355704,3.955747051,3.955747051,2.532101754,2.532101754,23,284.233,3.674737688,0.223949529,0.223949529,0.18938903,-0.476794111,4.5488,306.409,3,0,3,3,10.90292493,0.0,31.89811458,3.723976639,0.0,0.709080297,1,306.409
CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,2.806,2-tert-butyl-5-[(4-tert-butylphenyl)methylsulfanyl]-4-chloropyridazin-3-one,767.924514,9.341318569,3.736634863,5.312164071,2.258178896,3.401019872,24,339.742,4.424192478,0.286662696,0.26602322,-0.382235334,-0.26602322,5.2415,364.942,4,0,5,2,23.36282484,23.36282484,52.66932618,2.035494533,0.0,0.698158456,1,364.9420000000001
CC(C)(C)c1ccc(O)c(O)c1,1.77,"4-tert-butylbenzene-1,2-diol",284.3803205,3.953493524,1.841439449,1.841439449,0.989948098,0.989948098,12,152.108,1.698504461,0.15718307,0.15718307,-0.066666667,-0.504259889,2.3953,166.22,2,2,2,1,0.0,0.0,26.33466309,1.016990741,0.0,0.580837071,1,166.21999999999997
CC(C)(C)c1ccc(O)cc1,1.707,4-tert-butylphenol,228.0448443,3.796874024,1.733330115,1.733330115,0.961430133,0.961430133,11,136.109,1.970338741,0.115095543,0.115095543,0.174305556,-0.507966639,2.6897,150.221,1,1,1,1,0.0,0.0,26.33466309,1.419953704,0.0,0.602501219,1,150.22099999999998
CC(C)(C)c1ccc(OCC(O)COc2ccc(C(=O)O)cc2)cc1,2.157,4-[3-(4-tert-butylphenoxy)-2-hydroxypropoxy]benzoic acid,683.5216066,6.879739329,3.70638199,3.70638199,2.177848244,2.177848244,25,320.215,5.796910047,0.335182862,0.335182862,-0.988459436,-0.490759348,3.501,344.407,4,2,5,2,5.969305288,0.0,36.69265177,1.491383666,0.0,0.803844677,1,344.40700000000004
CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,2.035,"3,9-bis(2,4-ditert-butylphenoxy)-2,4,8,10-tetraoxa-3,9-diphosphaspiro[5.5]undecane",1101.175251,17.93778416,7.557554199,9.608761115,4.673498027,7.190086136,41,554.305,8.021589439,0.396770431,0.396770431,-1.518123722,-0.426451602,9.8682,604.705,6,0,8,4,17.20478496,17.20478496,105.3386524,4.44012105,-3.036247444,0.323935487,1,604.705
CC(C)(C)c1ccc2c(c1)C(C)(C)CC2,1.116,"5-tert-butyl-3,3-dimethyl-1,2-dihydroindene",377.5150508,6.505809721,3.724356923,3.724356923,2.47282289,2.47282289,15,180.165,1.822335137,-0.00975592,0.00975592,0.271527778,-0.058453873,4.2079,202.341,0,0,0,2,0.0,0.0,57.7298621,5.267361111,0.0,0.590988086,1,202.34099999999995
CC(C)(C)c1ccc2nc(C(F)(F)F)[nH]c2c1,3.84,6-tert-butyl-2-(trifluoromethyl)-1h-benzimidazole,534.856575,5.065097513,2.61641439,2.61641439,1.610385789,1.610385789,17,229.14,2.275769565,0.449066234,0.334330426,-4.429646991,-0.334330426,3.8792,242.244,1,1,5,2,11.03340144,0.0,32.15906759,1.634241426,0.0,0.745754826,1,242.24399999999997
CC(C)(C)c1ccccc1,1.644,tert-butylbenzene,191.028337,3.616025404,1.639814472,1.639814472,0.938152853,0.938152853,10,120.11,1.598288066,-0.013185421,0.013185421,0.292916667,-0.062248045,2.9841,134.222,0,0,0,1,0.0,0.0,26.33466309,1.691064815,0.0,0.51140067,1,134.22199999999998
CC(C)(C)c1ccccc1O,2.533,2-tert-butylphenol,245.2948443,3.767149058,1.712063041,1.712063041,1.107852787,1.107852787,11,136.109,1.732031309,0.118798111,0.118798111,0.033078704,-0.50765415,2.6897,150.221,1,1,1,1,0.0,0.0,26.33466309,1.033078704,0.0,0.602501219,1,150.22099999999998
CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,2.774,"n-(5-tert-butyl-1,3,4-thiadiazol-2-yl)benzenesulfonamide",657.7829847,7.74084164,2.341776206,5.090263421,1.341076877,3.39349916,19,282.285,3.297888404,0.26320374,0.253183185,-3.587576531,-0.253183185,2.6364,297.405,5,1,7,2,26.49163551,11.33678588,25.7788353,-0.144736631,-3.587576531,0.944994406,1,297.40500000000003
CC(C)(C=O)CO,1.504,"3-hydroxy-2,2-dimethylpropanal",66.48040588,2.264546209,0.726550453,0.726550453,0.0372678,0.0372678,7,92.053,2.340479574,0.127380662,0.127380662,-0.541666667,-0.395369024,0.2038,102.133,2,1,2,0,6.286160523,0.0,13.8474744,-0.541666667,0.0,0.505689625,1,102.133
CC(C)(CCl)c1cc(Cl)nnc1Cl,2.379,"3,6-dichloro-4-(1-chloro-2-methylpropan-2-yl)pyridazine",312.2574908,4.401583628,1.782223245,2.914271147,0.89963802,1.538658864,13,230.461,2.455528718,0.155090626,0.137102642,-0.237878086,-0.137102642,3.2998,239.533,2,0,5,1,34.80281967,34.80281967,19.41092589,0.585424383,0.0,0.740218825,1,239.53300000000002
CC(C)(CNc1ccc(N=O)cc1)[N+](=O)[O-],1.913,n-(2-methyl-2-nitropropyl)-4-nitrosoaniline,386.8006573,4.061258553,2.192084608,2.192084608,1.023056287,1.023056287,16,210.128,3.010461153,0.233160228,0.233160228,-1.026209806,-0.377975391,2.5517,223.232,5,1,6,1,11.37477255,0.0,13.8474744,0.030652649,0.0,0.47190485,1,223.23199999999997
CC(C)(CO)C(O)C#N,2.62,"2,4-dihydroxy-3,3-dimethylbutanenitrile",125.509775,2.678330981,1.270022798,1.270022798,0.261211367,0.261211367,9,118.071,2.001295778,0.147252063,0.147252063,-1.081018519,-0.395677638,-0.11062,129.159,3,2,3,0,0.0,0.0,13.8474744,-0.699652778,0.0,0.511127549,1,129.15899999999996
CC(C)(CO)S(C)(=O)=O,1.129,2-methyl-2-methylsulfonylpropan-1-ol,178.3797883,5.339474818,1.38454781,3.521187897,0.11725435,0.35176305,9,140.119,1.947726272,0.154358599,0.154358599,-3.102430556,-0.394755475,-0.1981,152.215,3,1,4,0,9.837253136,0.0,13.8474744,0.0,-3.102430556,0.595977939,1,152.21499999999997
CC(C)(COC(N)=O)COC(N)=O,1.88,"(3-carbamoyloxy-2,2-dimethylpropyl) carbamate",182.6692231,3.379635019,1.210329779,1.210329779,0.574662772,0.574662772,13,176.087,6.919506641,0.404008259,0.404008259,-0.854490741,-0.449005077,0.2032,190.199,4,2,6,0,12.18648014,0.0,13.8474744,9.041889645,0.0,0.660195148,1,190.19899999999998
CC(C)(COCC1CO1)COCC1CO1,1.682,"2-[[2,2-dimethyl-3-(oxiran-2-ylmethoxy)propoxy]methyl]oxirane",176.7646023,5.105153923,2.397823698,2.397823698,1.303528219,1.303528219,15,196.117,4.928969823,0.104220364,0.104220364,0.073194444,-0.378016559,0.8434,216.277,4,0,4,2,0.0,0.0,13.8474744,0.073194444,0.0,0.563982872,1,216.27699999999996
CC(C)(N)CO,1.488,2-amino-2-methylpropan-1-ol,37.30296891,2.146695079,0.407514859,0.407514859,0.0,0.0,6,78.05,3.92,0.060528001,0.060528001,-0.402777778,-0.394487551,-0.284,89.138,2,2,2,0,0.0,0.0,13.8474744,4.881944444,0.0,0.463675001,1,89.13799999999999
CC(C)(N)Cc1ccc(Cl)cc1,2.866,1-(4-chlorophenyl)-2-methylpropan-2-amine,245.5362438,4.228259852,1.572996873,1.824973188,1.128356961,1.254345118,12,169.57,3.244738766,0.040568361,0.040568361,-0.145010393,-0.325253506,2.6198,183.682,1,1,2,1,11.60093989,11.60093989,19.41092589,6.956150321,0.0,0.74978983,1,183.682
CC(C)(N1CC1C#N)N1CC1C(N)=O,1.797,1-[2-(2-cyanoaziridin-1-yl)propan-2-yl]aziridine-2-carboxamide,319.2638689,4.362214514,3.107736092,3.107736092,2.006941114,2.006941114,14,180.126,1.273351801,0.235671083,0.235671083,-0.269969766,-0.368267029,-0.90022,194.238,4,1,5,2,5.907179729,0.0,13.8474744,5.000160541,0.0,0.590843254,1,194.238
CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,1.725,"1,3-bis(2-isocyanatopropan-2-yl)benzene",489.2299027,5.105019565,2.925774596,2.925774596,1.637614938,1.637614938,18,228.166,3.008577034,0.235347361,0.211346068,-0.640145621,-0.211346068,2.8284,244.294,4,0,4,1,12.15987896,0.0,38.82185178,0.465123536,0.0,0.603658543,1,244.29399999999998
CC(C)(O)/C=C\C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,4.799,none,1091.699335,14.20658214,11.14970086,11.14970086,8.997924953,8.997924953,37,472.323,3.71118953,0.186569576,0.186569576,-1.951579986,-0.392667453,2.9285,516.675,7,4,7,4,17.34973484,0.0,81.07318409,-5.458811363,0.0,0.333616026,1,516.6750000000004
CC(C)(O)C#N,3.659,2-hydroxy-2-methylpropanenitrile,74.52932501,1.670820393,0.273606798,0.273606798,0.0,0.0,6,78.05,3.45,0.145042135,0.145042135,-1.152777778,-0.375981828,0.28088,85.106,2,1,2,0,0.0,0.0,13.8474744,-1.152777778,0.0,0.429228473,1,85.10600000000001
CC(C)(O)C(=O)OCCc1ccccc1,1.76,2-phenylethyl 2-hydroxy-2-methylpropanoate,311.3891586,3.930534745,1.966253674,1.966253674,1.082869536,1.082869536,15,192.129,4.125077087,0.337030429,0.337030429,-1.406063634,-0.463224818,1.5432,208.257,3,1,3,1,5.969305288,0.0,19.41092589,-0.29398408,0.0,0.763405222,1,208.257
CC(C)(O)C(=O)c1ccc(OCCO)cc1,1.74,2-hydroxy-1-[4-(2-hydroxyethoxy)phenyl]-2-methylpropan-1-one,348.2766642,3.984587045,2.032190197,2.032190197,1.21925521,1.21925521,16,208.128,3.324898571,0.193254138,0.193254138,-1.367586963,-0.491205786,1.0113,224.256,4,2,4,1,5.783244946,0.0,24.20546308,-0.93346801,0.0,0.732459478,1,224.25599999999997
CC(C)(O)C(=O)c1ccccc1,1.986,2-hydroxy-2-methyl-1-phenylpropan-1-one,269.6400955,3.254166543,1.591647157,1.591647157,0.942752425,0.942752425,12,152.108,1.920802772,0.193249581,0.193249581,-1.276435185,-0.382275858,1.6402,164.204,2,1,2,1,5.783244946,0.0,24.20546308,-0.730138889,0.0,0.674521036,1,164.204
CC(C)(O)C(C)(O)c1ccc(Cl)cc1,2.412,"2-(4-chlorophenyl)-3-methylbutane-2,3-diol",309.0545707,4.574559395,2.597645713,2.849622029,1.127649069,1.253637227,14,199.572,2.08337723,0.114816269,0.114816269,-1.280169753,-0.387110058,2.3184,214.692,2,2,3,1,11.60093989,11.60093989,26.33466309,-1.826198665,0.0,0.793488815,1,214.692
CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,2.302,"2-(4-chlorophenyl)-4-methylpentane-2,4-diol",322.4705103,5.206393926,2.242952712,2.494929027,1.753388802,1.87937696,15,211.583,3.820534549,0.089523292,0.089523292,-1.038850309,-0.390344901,2.7085,228.719,2,2,3,1,11.60093989,11.60093989,32.75548471,-1.180160423,0.0,0.835367212,1,228.71900000000002
CC(C)(O)CCCC1=CCC(C=O)CC1,1.813,4-(4-hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde,235.4107329,5.1988999,3.024439479,3.024439479,2.007465159,2.007465159,15,188.141,5.121934543,0.122889487,0.122889487,-0.541112646,-0.390471798,2.853,210.317,2,1,2,1,6.286160523,0.0,52.37240414,0.928655872,0.0,0.559368338,1,210.31699999999998
CC(C)(O)CCc1ccccc1,1.873,2-methyl-4-phenylbutan-2-ol,220.5094703,3.798032819,1.868303196,1.868303196,1.094916505,1.094916505,12,148.12,3.536050576,0.059448812,0.059448812,-0.545792234,-0.390459799,2.3901,164.248,1,1,1,1,0.0,0.0,25.83174751,0.745527211,0.0,0.72690117,1,164.24800000000002
CC(C)(O)Cc1ccccc1,2.07,2-methyl-1-phenylpropan-2-ol,208.0644284,3.474809515,1.479559139,1.479559139,1.095397085,1.095397085,11,136.109,3.190046349,0.063145859,0.063145859,-0.59587963,-0.390125453,2.0,150.221,1,1,1,1,0.0,0.0,19.41092589,0.584675926,0.0,0.683290673,1,150.221
CC(C)(O)c1ccccc1,2.02,2-phenylpropan-2-ol,195.718293,2.925042398,1.480238782,1.480238782,0.846021785,0.846021785,10,124.098,1.578594458,0.084004285,0.084004285,-0.707083333,-0.385754407,1.914,136.194,1,1,1,1,0.0,0.0,19.41092589,0.24662037,0.0,0.624925571,1,136.194
CC(C)(OO)c1cccc(C(C)(C)OO)c1,2.179,"1,3-bis(2-hydroperoxypropan-2-yl)benzene",326.5413224,4.783999505,2.709409343,2.709409343,1.373588641,1.373588641,16,208.128,2.594073087,0.122584424,0.122584424,-0.79013322,-0.250925989,3.136,226.272,4,2,4,1,0.0,0.0,38.82185178,0.026446523,0.0,0.611330126,1,226.27199999999996
CC(C)(OO)c1ccccc1,2.6,2-hydroperoxypropan-2-ylbenzene,216.2641593,2.96762286,1.6972082,1.6972082,0.892232195,0.892232195,11,140.097,1.788691975,0.122572749,0.122572749,-0.609861111,-0.25092599,2.4113,152.193,2,1,2,1,0.0,0.0,19.41092589,0.350787037,0.0,0.520545054,1,152.19299999999998
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,1.819,2-(2-phenylpropan-2-ylperoxy)propan-2-ylbenzene,478.3593849,5.9193382,3.396314269,3.396314269,1.983613513,1.983613513,20,248.196,3.468275969,0.122875561,0.122875561,-0.492747662,-0.224897848,4.8052,270.372,2,0,2,2,0.0,0.0,38.82185178,1.188322599,0.0,0.573377625,1,270.372
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,2.409,2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoic acid,687.6038066,5.714355346,3.11096281,3.362939125,1.78056494,1.906553097,22,303.636,3.651622961,0.346952726,0.346952726,-1.331642144,-0.478304314,3.813,318.756,3,1,5,2,23.35349012,11.60093989,29.76891457,-0.311514579,0.0,0.851336673,1,318.75600000000003
CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,2.538,"2-methyl-2-[4-(1,2,3,4-tetrahydronaphthalen-1-yl)phenoxy]propanoic acid",701.0816549,6.630188699,4.539939811,4.539939811,3.206636632,3.206636632,23,288.217,3.235654439,0.346952726,0.346952726,-1.22325911,-0.478304314,4.3968,310.393,2,1,3,3,5.969305288,0.0,49.29737817,2.89433569,0.0,0.910323451,1,310.39300000000003
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,2.524,2-[4-[2-[(4-chlorobenzoyl)amino]ethyl]phenoxy]-2-methylpropanoic acid,739.0243389,6.510705197,3.617041972,3.869018287,2.086138698,2.212126855,25,341.665,5.499454014,0.346952726,0.346952726,-1.283659253,-0.478304314,3.5545,361.825,3,2,6,2,23.47742491,11.60093989,29.76891457,0.286652995,0.0,0.790286867,1,361.82500000000005
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,2.379,2-(4-chlorophenoxy)-2-methylpropanoic acid,329.7252769,3.807880931,1.701685235,1.95366155,0.840920975,0.966909133,14,203.56,2.635383945,0.346952726,0.346952726,-1.228343726,-0.478304314,2.582,214.648,2,1,4,1,17.57024518,11.60093989,13.8474744,-1.228343726,0.0,0.84142787,1,214.648
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1.808,3-[2-(4-chlorophenoxy)-2-methylpropanoyl]oxypropyl 2-(4-chlorophenoxy)-2-methylpropanoate,802.4446389,8.630848506,4.111439383,4.615392014,2.414124309,2.666100624,31,443.153,7.960076111,0.349387791,0.349387791,-1.181629664,-0.476165106,5.4849,469.361,6,0,8,2,35.14049036,23.20187978,34.11577042,-2.363259327,0.0,0.338880032,1,469.3610000000002
CC(C)(Oc1ccccc1)C(=O)OCCN1CCOCC1,1.569,2-morpholin-4-ylethyl 2-methyl-2-phenoxypropanoate,440.8500153,5.515357379,3.352169233,3.352169233,2.09084275,2.09084275,21,270.179,5.024988565,0.349433004,0.349433004,-0.993687878,-0.476166908,1.7194,293.363,5,0,5,2,5.969305288,0.0,13.8474744,-0.993687878,0.0,0.747473417,1,293.363
CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,1.758,(2r)-2-[(2-methyl-2-sulfanylpropanoyl)amino]-3-sulfanylpropanoic acid,212.2734194,4.589058779,1.341664496,1.909903359,0.520331125,0.832353197,13,210.215,4.422150823,0.326558214,0.326558214,-1.096358025,-0.479694663,0.194,223.319,4,4,6,0,37.13406331,25.2575783,13.8474744,0.0,0.0,0.514564468,1,223.319
CC(C)(S)C(N)C(=O)O,1.998,2-amino-3-methyl-3-sulfanylbutanoic acid,118.6166274,3.622197959,1.027146058,1.305316702,0.302170402,0.412610057,9,138.127,2.717424986,0.321391828,0.321391828,-1.018518519,-0.480048071,0.1067,149.215,3,3,4,0,18.59809444,12.62878915,13.8474744,5.217592593,0.0,0.488090598,2,149.215
CC(C)(SC(=O)N1CCCCC1)c1ccccc1,2.445,s-(2-phenylpropan-2-yl) piperidine-1-carbothioate,396.2144454,6.865999414,3.425717082,4.604549021,2.257760146,3.259918737,18,242.238,3.285354175,0.281986807,0.281986807,-0.156953893,-0.333583815,4.2608,263.406,2,0,3,2,17.00109666,11.76188495,38.67339076,1.208666147,0.0,0.79426613,1,263.40599999999995
CC(C)([N+](=O)[O-])C(C)(C)[N+](=O)[O-],3.547,"2,3-dimethyl-2,3-dinitrobutane",197.587975,3.632253559,2.410084525,2.410084525,0.44679803,0.44679803,12,164.076,1.365656566,0.283994355,0.263691314,-1.559027778,-0.263691314,1.097,176.172,4,0,6,0,0.0,0.0,27.6949488,-3.118055556,0.0,0.475454848,1,176.17199999999997
CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,1.692,"2,6-dichloro-4-[2-(3,5-dichloro-4-hydroxyphenyl)propan-2-yl]phenol",605.3051848,6.830798497,3.477164278,4.629626233,2.01938275,2.993509131,21,353.975,3.043621399,0.152272776,0.152272776,-0.525833333,-0.50482689,6.0373,366.071,2,2,6,2,46.40375956,46.40375956,24.97437738,1.044765054,0.0,0.680719465,1,366.071
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1.847,4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,447.9499585,4.718748049,3.177985096,3.177985096,1.922860267,1.922860267,17,212.163,2.255382597,0.115095935,0.115095935,-0.151388889,-0.507966636,3.4237,228.291,2,2,2,2,0.0,0.0,24.97437738,2.100444067,0.0,0.826381494,1,228.291
CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,1.414,2-[[4-[2-[4-(oxiran-2-ylmethoxy)phenyl]propan-2-yl]phenoxy]methyl]oxirane,636.1808378,7.20644686,4.828531104,4.828531104,2.809197376,2.809197376,25,316.227,4.141840492,0.118958591,0.118958591,-0.087036643,-0.490795863,3.5677,340.419,4,0,4,4,0.0,0.0,24.97437738,2.417723949,0.0,0.689246342,1,340.4190000000001
CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1,3.125,4-[4-[2-[4-(4-aminophenoxy)phenyl]propan-2-yl]phenoxy]aniline,1038.990976,8.015950123,5.383612145,5.383612145,3.389858141,3.389858141,31,384.309,4.808443776,0.127079698,0.127079698,-0.167206719,-0.457381555,6.7615,410.517,4,2,4,4,11.37477255,0.0,24.97437738,15.12025689,0.0,0.344470818,1,410.51700000000017
CC(C)/N=C1\S/C(=N/OC(=O)N(C)SC(Cl)(Cl)Cl)C(C)(C)S1,3.274,"[(z)-(5,5-dimethyl-2-propan-2-ylimino-1,3-dithiolan-4-ylidene)amino] n-methyl-n-(trichloromethylsulfanyl)carbamate",492.7092927,12.13492474,2.109297271,6.031431628,1.210964864,5.413326477,22,408.7,6.965083529,0.445456811,0.296400972,-1.643615332,-0.296400972,5.3672,424.828,7,0,11,1,85.78721856,70.27451254,27.6949488,0.0,1.432947452,0.263789162,1,424.82800000000003
CC(C)/N=C1\S/C(=N/OC(=O)N(C)SN(C)C(=O)O/N=C2/S/C(=N\C(C)C)SC2(C)C)C(C)(C)S1,3.711,"[(z)-(5,5-dimethyl-2-propan-2-ylimino-1,3-dithiolan-4-ylidene)amino] n-[[(z)-(5,5-dimethyl-2-propan-2-ylimino-1,3-dithiolan-4-ylidene)amino]oxycarbonyl-methylamino]sulfanyl-n-methylcarbamate",874.2897318,15.9437426,3.98266257,10.11294933,2.287243024,8.559415833,35,548.593,9.093668163,0.446689974,0.296367005,-0.73376597,-0.296367005,6.3594,580.849,13,0,15,2,90.20691284,59.18150078,55.3898976,0.0,2.939331545,0.201346215,1,580.8490000000003
CC(C)/N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,1.751,"n,5-bis(4-chlorophenyl)-3-propan-2-yliminophenazin-2-amine",1469.639824,8.998028292,5.302657103,5.806609734,3.883930287,4.135906603,33,451.231,4.449718008,0.090014774,0.090014774,0.130199338,-0.353710269,7.4898,473.407,4,1,6,5,45.61005377,23.20187978,13.8474744,6.595610615,0.0,0.274929845,1,473.40700000000015
CC(C)=C/C(C)=N/Nc1nncc2ccccc12,2.588,n-[(z)-4-methylpent-3-en-2-ylideneamino]phthalazin-1-amine,604.7250305,4.367102757,2.406185005,2.406185005,1.701671392,1.701671392,18,224.182,2.911816316,0.176257023,0.176257023,0.675561224,-0.259098067,3.3838,240.31,4,1,4,2,22.30199621,0.0,20.7712116,5.079942681,0.0,0.660565628,1,240.31000000000003
CC(C)=C1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.357,"1,2-diphenyl-4-propan-2-ylidenepyrazolidine-3,5-dione",687.6713282,5.280010244,3.513997291,3.513997291,2.516502428,2.516502428,22,276.21,2.185222449,0.282642453,0.266535635,-0.291617536,-0.266535635,3.3178,292.338,2,0,4,3,23.18913201,0.0,13.8474744,2.281457861,0.0,0.629085374,1,292.3380000000001
CC(C)=C1CCC(C)CC1=O,2.51,5-methyl-2-propan-2-ylidenecyclohexan-1-one,196.9183168,3.749700721,2.361135524,2.361135524,1.600747006,1.600747006,11,136.109,1.91870796,0.158560138,0.158560138,0.378472222,-0.294547954,2.7119,152.237,1,0,1,1,5.783244946,0.0,40.03367647,2.296296296,0.0,0.487648056,1,152.237
CC(C)=CC(=O)Nc1ccc(O)cc1,1.992,n-(4-hydroxyphenyl)-3-methylbut-2-enamide,348.0552103,3.257812631,1.554611582,1.554611582,0.985295455,0.985295455,14,178.126,3.308582712,0.247792338,0.247792338,-0.156768707,-0.507964316,2.2969,191.23,2,2,3,1,11.594566,0.0,13.8474744,1.617202171,0.0,0.556286854,1,191.23000000000002
CC(C)=CC(=O)O,1.449,3-methylbut-2-enoic acid,98.6477818,1.559925504,0.412150422,0.412150422,0.246950575,0.246950575,7,92.053,5.21,0.327732648,0.327732648,-0.875,-0.478075062,1.0372,100.117,1,1,2,0,5.969305288,0.0,13.8474744,0.8125,0.0,0.499636196,1,100.11699999999999
