SMILES,pLD50,source
CC1(C)Cc2cccc(OC(=O)NCSc3ccc(C(C)(C)C)cc3)c2O1,3.489147038811538,"Hillary,TOXRIC,USA data.gov"
CC1(C)Cc2cccc(OC(=O)NCSc3ccc(Cl)cc3)c2O1,4.163001467902824,"Hillary,TOXRIC,USA data.gov"
CC1(C)N=C(N)N=C(N)N1c1ccccc1.O=C(O)COc1cc(Cl)c(Cl)cc1Cl,3.024333200844976,USA data.gov
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,3.2111650282994075,"Hillary,TDC,TOXRIC,USA data.gov"
CC1(C)NC(=O)NC1=O,1.216,"Hillary,TDC,TOXRIC"
CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1.9608962670540546,"Hillary,TDC,TOXRIC,USA data.gov"
CC1(C)OC(C)(C)c2c1nnc(-c1ccc([N+](=O)[O-])cc1)[n+]2O,2.598414302,TOXRIC
CC1(C)OC(c2ccco2)CN1C(=O)C(Cl)Cl,2.505235866678122,USA data.gov
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,2.053552834,TOXRIC
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,5.939023775,TOXRIC
CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1,1.959008938,TOXRIC
CC1(C)OCC(CCl)O1,3.117070775,"Hillary,TDC,TOXRIC,USA data.gov"
CC1(C)OCC(CO)O1,1.275999352,"Hillary,TOXRIC"
CC1(C)OCC(COC(=O)Cc2ccc3c(c2)OCc2ccccc2C3=O)O1,3.618743685,"Hillary,TOXRIC,USA data.gov"
CC1(C)OCC2OC3(C(=O)O)OC(C)(C)OC3C2O1,1.182904218,TOXRIC
CC1(C)OCC2OC3(C(=O)[O-])OC(C)(C)OC3C2O1.[Na+],1.0983427255198317,USA data.gov
CC1(C)Oc2cc(C(=O)c3ccc(Cl)cc3)ccc2NC1=O,2.198321616,TOXRIC
CC1(C)Oc2cc(C(=O)c3ccccc3)ccc2NC1=O,2.148156719,TOXRIC
CC1(C)Oc2ccc(S(=O)(=O)c3ccccc3)cc2C(N2CCCC2=O)C1O,2.3028191235,"Hillary,TDC,TOXRIC,USA data.gov"
CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,1.590481816,TOXRIC
CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O,1.512462924,TOXRIC
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,1.577958014,TOXRIC
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O,1.380702937,TOXRIC
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O,2.393,"Hillary,TDC,TOXRIC,USA data.gov"
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,1.65753771,TOXRIC
CC1(C)SC2C(NC(=O)C(C(=O)[O-])c3ccsc3)C(=O)N2C1C(=O)[O-].[Na+].[Na+],1.4277284657434153,USA data.gov
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,1.386690358,TOXRIC
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.634863966028509,"TOXRIC,USA data.gov"
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O.O.O.O,1.6057972548998518,USA data.gov
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OC1OC(=O)c2ccccc21,2.682623349,TOXRIC
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O,1.431035507,TOXRIC
CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O,1.441392411,TOXRIC
CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,1.833233884,"TDC,TOXRIC"
CC1(C)SC2C(NC(=O)COc3ccc(Cl)c(Cl)c3)C(=O)N2C1C(=O)O,2.224570353,TOXRIC
CC1(C)SC2C(NC(=O)COc3ccc(Cl)c(Cl)c3)C(=O)N2C1C(=O)[O-].[K+],2.262333363358581,USA data.gov
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,2.307979377,TOXRIC
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,1.621172385575005,"Hillary,TOXRIC,USA data.gov"
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-].[K+],1.6217211135889698,USA data.gov
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-].[Na+],1.7120571202668164,USA data.gov
CC1(C)SC2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,1.833,Hillary
CC1(C)SCN(C(=O)C2(Oc3ccc(Cl)cc3)CCCCC2)C1C(=O)O,1.961,"Hillary,TDC,TOXRIC"
CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,3.495,Hillary
CC1(C)[C@H](C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1/C=C(\Cl)C(F)(F)F,3.905,Hillary
CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C(Br)C(Br)(Br)Br,3.827,Hillary
CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,4.732,Hillary
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,1.425,Hillary
CC1(C2CCC3(C)OC3C2)CO1,1.475,"Hillary,TDC"
CC1(CCO)CCOCO1,1.220423110773457,"Hillary,TOXRIC,USA data.gov"
CC1(CCl)COC1,2.0320268275,"Hillary,TDC,TOXRIC,USA data.gov"
CC1(CO)CN(c2ccccc2)NC1=O,2.5617834989999997,"Hillary,TOXRIC"
CC1(COCC2(C)CO2)CO1,1.974,"Hillary,TDC,TOXRIC"
CC1(COCCOCC2(C)CO2)CO1,1.433,"Hillary,TDC,TOXRIC"
CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,1.778579543,TOXRIC
CC1(N)CCC(C(C)(C)N)CC1,2.384,"Hillary,TDC"
CC1(NC(N)=O)CCCC1,2.074,"Hillary,TDC,TOXRIC"
CC1(NC(N)=O)CCCCC1,2.176864157,"Hillary,TDC,TOXRIC,USA data.gov"
CC1(O)CC(C)(O)OO1,1.669823633,"Hillary,TOXRIC"
CC1(O)CCC2CC1C2(C)C,1.8762398789999999,"TDC,TOXRIC"
CC1(S(=O)(=O)O)CC(=O)c2ccccc2C1=O,1.751395609,TOXRIC
CC1(S(=O)(=O)[O-])CC(=O)c2ccccc2C1=O.O.O.O.[Na+],1.8650078669357173,USA data.gov
CC1(c2ccccc2)OC(C(=O)O)=CC1=O,1.8618747070224386,"Hillary,TDC,TOXRIC,USA data.gov"
CC1/C(=N\OC(=O)N(C)SC(Cl)(Cl)Cl)SCC(=O)N1C,5.032,Hillary
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,3.086394755760066,"TOXRIC,USA data.gov"
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,2.477760644,TOXRIC
CC12C=CC(C1)C1C(=O)OC(=O)C12,2.28992982,TOXRIC
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,1.6082186965,"Hillary,TOXRIC"
CC12CC=CCC1C(=O)OC2=O,1.843,"Hillary,TDC"
CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1CCC2(O)CCC(=O)O,2.4259357,TOXRIC
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O,2.741549151,TOXRIC
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)[O-].[K+],2.785404310402138,USA data.gov
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,1.833099917,TOXRIC
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O,1.860529457,TOXRIC
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],1.901671767056083,USA data.gov
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,2.082725067392051,"TDC,TOXRIC,USA data.gov"
CC12CCC(=O)CC1CCC1C2CCC2(C)C(C(=O)COC(=O)CCC(=O)O)CCC12,2.790945305,TOXRIC
CC12CCC(=O)CC1CCC1C2CCC2(C)C(C(=O)COC(=O)CCC(=O)[O-])CCC12.[Na+],2.8124731121381084,USA data.gov
CC12CCC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,2.006428958,TOXRIC
CC12CCC(C(Br)C1=O)C2(C)C,1.7152509725,"Hillary,TDC,TOXRIC,USA data.gov"
CC12CCC(C1)C(C)(C)C2=O,1.3929697525,"Hillary,TOXRIC"
CC12CCC(CC1)C(C)(C)O2,1.794,"Hillary,TDC,TOXRIC"
CC12CCC(CC1=O)C2(C)C=O,1.729321584,"Hillary,TOXRIC,USA data.gov"
CC12CCC(O)C=C1C(O)CC1(O)C2CCC2(C)C(c3ccc(=O)oc3)CCC21O,4.920659599,TOXRIC
CC12CCC3(CCCC(C)(C)C3C1)OC2=O,2.1429370895,"Hillary,TDC,TOXRIC,USA data.gov"
CC12CCC3C(CC=C4C=C(N5CCCC5)CCC43C)C1CCC2=O,2.053747945,TOXRIC
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,1.460041936,TOXRIC
CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O,1.566431599,TOXRIC
CC12CCC3C(CCC45OC4C(=O)C(C#N)CC35C)C1CCC2O,1.34168507,TOXRIC
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)N(CCCl)N=O,2.271,"Hillary,TDC,TOXRIC"
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,2.158945684,TOXRIC
CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,2.9560000000000004,"Hillary,TDC,TOXRIC"
CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O,1.983935183,TOXRIC
CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)([O-])[O-].[Na+].[Na+],2.019157847739282,USA data.gov
CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2OC(=O)CO,1.93905176,TOXRIC
CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2OC(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,2.07962376,TOXRIC
CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2OC(=O)COC(=O)CCCc1ccc(NCCCl)cc1,2.119410967,TOXRIC
CC12CCCC(C)(OC1)O2,1.935,"Hillary,TDC"
CC12CCCC(O)(C1)C1CC(C)(C)C1CC2,1.648110098,TOXRIC
CC12CCCCCC(Cc3ccc(O)cc31)C2N,3.004208109,TOXRIC
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1.486353957,TOXRIC
CC12Cc3nonc3CC1CCC1C2CCC2(C)C1CCC2(C)O,1.917074677,TOXRIC
CC12NC(=[NH2+])NC13N(CCC3(O)O)C(=[NH2+])NC2COC(N)=O,6.21,TDC
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,2.177,Hillary
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,2.156,Hillary
CC1=C(C(=O)Nc2ccccc2)CCCO1,1.1609522540000001,"Hillary,TDC,TOXRIC,USA data.gov"
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,2.125989355728183,"Hillary,TDC,TOXRIC,USA data.gov"
CC1=C(C(=O)Nc2ccccc2)SCCO1,2.7380841184999998,"Hillary,TDC,TOXRIC,USA data.gov"
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,1.514077343,TOXRIC
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,1.560378947,TOXRIC
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,1.239794818,TOXRIC
CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,2.662818177,"Hillary,TDC,TOXRIC,USA data.gov"
CC1=C(C(=O)OCCN(C)Cc2ccc(F)cc2)C(c2cccc3c2OCO3)C(C(=O)OC(C)C)=C(C)N1,3.913639206,TOXRIC
CC1=C(C(=O)OCCN(C)Cc2ccc(F)cc2)C(c2cccc3c2OCO3)C(C(=O)OC(C)C)=C(C)N1.Cl,3.9428215927205335,USA data.gov
CC1=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1.Cl,3.579803626014378,USA data.gov
CC1=C(C(=O)OCOC(=O)C(C)(C)C)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,2.062149354,TOXRIC
CC1=C(C(=O)OCOC(=O)C(C)(C)C)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1.Cl,2.095170223508153,USA data.gov
CC1=C(C(C)C)CC=CC1,1.504,"Hillary,TDC,TOXRIC"
CC1=C(C(C)C)CCCC1,1.283,"Hillary,TDC,TOXRIC"
CC1=C(C(C)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)C(C(C)O)=C3C,2.300088003,TOXRIC
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,1.976,"Hillary,TDC,TOXRIC"
CC1=C(C)S(=O)(=O)CCS1(=O)=O,2.2620918666533694,"Hillary,TOXRIC,USA data.gov"
CC1=C(C/C=C(\C)CCCC(C)CCCC(C)CCCC(C)C)C(=O)c2ccccc2C1=O,1.129018061,TOXRIC
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C/c1ccc(S(C)=O)cc1,3.13,Hillary
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,3.130177851,"TDC,TOXRIC"
CC1=C2C(=O)OC(c3ccoc3)C2(C)CCC1,2.928,"Hillary,TDC,TOXRIC"
CC1=CC(=C2C(=O)c3ccccc3C2=O)C=CN1CCN1CCCCC1,2.951,"Hillary,TDC,TOXRIC"
CC1=CC(=O)C(C(C)C)CC1,1.793,"Hillary,TDC,TOXRIC"
CC1=CC(=O)C(C)=C(C)C1=O,2.876,"Hillary,TDC,TOXRIC"
CC1=CC(=O)CC(C)(C)C1,1.86884893,"Hillary,TDC,TOXRIC,USA data.gov"
CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,1.8678444591684824,"Hillary,TOXRIC,USA data.gov"
CC1=CC(=O)NS(=O)(=O)O1,1.341608911967563,USA data.gov
CC1=CC(=O)OC1=O,1.634785136738253,"Hillary,TDC,TOXRIC,USA data.gov"
CC1=CC(=O)[N-]S(=O)(=O)O1.[K+],1.495466725948757,USA data.gov
CC1=CC(=O)c2c(O)cccc2C1=O,3.4616647232638296,"Hillary,TOXRIC,USA data.gov"
CC1=CC(C)(C)CC(=O)C1,1.671,"Hillary,TOXRIC,USA data.gov"
CC1=CC(C)(C)Nc2ccc(Cc3ccc4c(c3)C(C)=CC(C)(C)N4)cc21,1.8557771427301346,"Hillary,TDC,TOXRIC,USA data.gov"
CC1=CC(C)(C)Nc2ccccc21,1.937665808,"Hillary,TOXRIC,USA data.gov"
CC1=CC(C)CC=CC2C3OC3(C)C(C)C3C(Cc4c[nH]c5ccccc45)NC(=O)C23C(=O)C=CC(=O)C1O,3.121107424,TOXRIC
CC1=CC(O)CC(C)C12CCC(=C(C)C)C2,1.644154876,TOXRIC
CC1=CC2C(=O)OC3CC(C/C=C(\C)CC(C)/C=C/C=C4\COC(C1O)C42O)OC1(CCC(C)C(C(C)C)O1)C3,2.353,Hillary
CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1O)C31CO1,3.908,"Hillary,TDC,TOXRIC"
CC1=CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(O)C1=O,4.2047812019999995,"TDC,TOXRIC"
CC1=CC2OC3[C@H](O)[C@@H](O)[C@@](C)([C@]34CO4)[C@@]2(CO)[C@H](O)C1=O,4.205,Hillary
CC1=CC=C(C(C)C)CC1,1.908994489,"Hillary,TDC,TOXRIC,USA data.gov"
CC1=CCC(=C(C)C)CC1,1.491916869616417,"Hillary,TDC,TOXRIC,USA data.gov"
CC1=CCC(=O)O1,1.4006088273898245,"Hillary,TOXRIC,USA data.gov"
CC1=CCC(C(C)(C)O)CC1,1.5147541198565275,"Hillary,TOXRIC,USA data.gov"
CC1=CCC(C(C)(C)OC(=O)C(C)C)CC1,1.651944455,TOXRIC
CC1=CCC(C(C)C)=CC1,1.572,"Hillary,TDC,TOXRIC"
CC1=CCC(C(C)C)C=C1,1.378,"Hillary,TDC,TOXRIC"
CC1=CCC(O)(C(C)C)CC1,2.074,"Hillary,TDC,TOXRIC"
CC1=CCC2C(C1)C2(C)C,1.453,"Hillary,TDC,TOXRIC,USA data.gov"
CC1=CCC2CC(CC3(CCC(C)C(C(C)C)O3)O2)OC(=O)C2C=C(C)C(O)C3OCC(=CC=CC(C)C1)C23O,2.353483275616749,"TDC,TOXRIC,USA data.gov"
CC1=CCC2CC(CC3(CCC(C)C(C)O3)O2)OC(=O)C2C=C(C)C(O)C3OCC(=CC=CC(C)C1)C23O,3.0642329674508164,USA data.gov
CC1=CCC2CC1(S)C2(C)C,1.749,"Hillary,TDC,TOXRIC"
CC1=CCC2CC1C2(C)C,1.5660482675,"Hillary,TDC,TOXRIC,USA data.gov"
CC1=CCN(CCNC(=N)N)CC1,1.899934886,TOXRIC
CC1=COC(C)(C=O)CC1,1.755757145,"Hillary,TOXRIC,USA data.gov"
CC1=NN(C(=N)N=C(N)N)C(C)(C)C1,1.681104061,TOXRIC
CC1=NN(C(=N)N=C(N)N)C(C)(C)C1.Cl,1.755108534060232,USA data.gov
CC1=NN(c2ccc(C)cc2)C(=O)C1,1.403,"Hillary,TDC,USA data.gov"
CC1=NN(c2ccccc2)C(=O)/C1=C\N1CCOCC1,2.277,Hillary
CC1=NN(c2ccccc2)C(=O)C1,1.9588868515416695,"Hillary,TDC,USA data.gov"
CC1=NN(c2ccccc2)C(=O)C1=CN1CCCCC1,1.828253764,TOXRIC
CC1=NN(c2ccccc2)C(=O)C1=CN1CCOCC1,2.2768149534999997,"TDC,TOXRIC"
CC1=NN(c2ccccc2)C(=O)C1=NNc1ccc(-c2ccc(NN=C3C(=O)N(c4ccccc4)N=C3C)c(Cl)c2)cc1Cl,2.09586924,TOXRIC
CC1=NN(c2ccccc2)C(=O)C1C=O,2.451,"Hillary,TDC,USA data.gov"
CC1=NNC(=O)N(N=Cc2cccnc2)C1,1.572000816008036,USA data.gov
CC1=NOC(=O)/C1=N\Nc1ccccc1Cl,3.276,Hillary
CC1=NOC(=O)C1=NNc1ccccc1Cl,3.276,TDC
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,2.3717763362981894,USA data.gov
CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,2.372,"Hillary,TDC,TOXRIC"
CC1=[N+](C)C2CCC1(c1ccccc1)c1ccccc12,2.569504693,TOXRIC
CC1=[N+](C)C2CCC1(c1ccccc1)c1ccccc12.[Cl-],2.624547569500997,USA data.gov
CC1=[N+](C)c2ccccc2C1(C)C,2.391795741,TOXRIC
CC1C(=NOC(=O)N(C)SC(Cl)(Cl)Cl)SCC(=O)N1C,5.031586459407328,"TDC,TOXRIC,USA data.gov"
CC1C(=O)CC2(C(C)C)CC12,2.484,"TDC,TOXRIC,USA data.gov"
CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,3.693,"TDC,TOXRIC,USA data.gov"
CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23.Cl,3.9004835732412646,USA data.gov
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,1.8520125445162867,USA data.gov
CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1.638928321,TOXRIC
CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,1.848665655,TOXRIC
CC1C(c2ccccc2)OCCN1C,2.623644543,TOXRIC
CC1C(c2ccccc2)OCCN1C.Cl,2.6994183846772177,USA data.gov
CC1C/C=C\C2C3OC3(C)C(C)C3C(Cc4ccccc4)NC(=O)C23OC(=O)O/C=C\C(C)(O)C1=O,4.736,Hillary
CC1C2C(=O)CC3C2C(C)(C)CCCC13C,1.644154876,TOXRIC
CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,1.6746756307522157,USA data.gov
CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1,1.854,"Hillary,TDC,TOXRIC"
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCCC(=O)c1ccc(F)cc1,2.581484297,TOXRIC
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,3.553,"Hillary,TDC,TOXRIC"
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1,2.582657671,TOXRIC
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,2.266744736,TOXRIC
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,1.966661167,TOXRIC
CC1C=CCCC1(C)C=O,1.584236966,TOXRIC
CC1CC(=O)CC(C)O1,1.5761554278429335,"Hillary,TDC,TOXRIC,USA data.gov"
CC1CC(=O)O1,0.676,Hillary
CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1,1.369232744,"Hillary,TDC,TOXRIC,USA data.gov"
CC1CC(C)(C)OB(OC(C)CC(C)(C)OB2OC(C)CC(C)(C)O2)O1,1.8940138899675767,"TOXRIC,USA data.gov"
CC1CC(C)(C)OC(Cn2cncn2)(c2cc3ccccc3o2)O1,2.515057451,TOXRIC
CC1CC(C)(O)CC(C(O)CC2CC(=O)NC(=O)C2)C1=O,4.996074074331487,"Hillary,TDC,TOXRIC,USA data.gov"
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,5.1481100054999995,"TDC,TOXRIC"
CC1CC(C)C(C)C(C)C1,0.960008462,TOXRIC
CC1CC(C)C(C)CC1C,0.960008462,TOXRIC
CC1CC(C)CC(C)(C)C1,0.960008462,TOXRIC
CC1CC(C)OP(=O)(Cl)O1,2.6861758158777342,"Hillary,TDC,TOXRIC,USA data.gov"
CC1CC(C=O)CC(C)(C)C1,1.571233278,"Hillary,TOXRIC,USA data.gov"
CC1CC(Cl)CCC1C(=O)OC(C)(C)C,1.7083078401691916,USA data.gov
CC1CC(O)CC(C)(C)C1,1.7069805488704035,"Hillary,TDC,TOXRIC,USA data.gov"
CC1CC(OC(=O)C(C)(C)Oc2ccc(Cl)cc2)CC(C)(C)C1,1.831069526,TOXRIC
CC1CC(OC(=O)C(C)(C)Oc2cccc(C(F)(F)F)c2)CC(C)(C)C1,1.872071154,TOXRIC
CC1CC(OC(=O)C(C)(C)Oc2ccccc2Cl)CC(C)(C)C1,1.831069526,TOXRIC
CC1CC(OC(=O)C(C)Oc2ccc(Cl)cc2)CC(C)(C)C1,1.812710193,TOXRIC
CC1CC(OC(=O)C(C)Oc2ccc(F)cc2)CC(C)(C)C1,1.790134507,TOXRIC
CC1CC(OC(=O)C(C)Oc2cccc(C(F)(F)F)c2)CC(C)(C)C1,1.95230801,TOXRIC
CC1CC(OC(=O)C(C)Oc2ccccc2Cl)CC(C)(C)C1,1.812710193,TOXRIC
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,1.7427651615,"Hillary,TDC,TOXRIC,USA data.gov"
CC1CC(OC(=O)C(Oc2ccc(Cl)cc2)C(C)C)CC(C)(C)C1,1.848684115,TOXRIC
CC1CC(OC(=O)C(Oc2ccccc2Cl)C(C)C)CC(C)(C)C1,1.848684115,TOXRIC
CC1CC(OC(=O)COc2ccc(Cl)cc2)CC(C)(C)C1,1.793540349,TOXRIC
CC1CC(OC(=O)COc2ccc(F)cc2)CC(C)(C)C1,1.991766392,TOXRIC
CC1CC(OC(=O)COc2ccc(I)cc2)CC(C)(C)C1,1.9055498,TOXRIC
CC1CC(OC(=O)COc2cccc(C(F)(F)F)c2)CC(C)(C)C1,2.059907839,TOXRIC
CC1CC(OC(=O)COc2ccccc2Cl)CC(C)(C)C1,1.793540349,TOXRIC
CC1CC([As](C2CC(C)CC(C)(C)C2)C2CC(C)CC(C)(C)C2)CC(C)(C)C1,2.840903853,TOXRIC
CC1CC(c2ccccc2)C(c2ccccc2)C(=O)O1,2.948315141,TOXRIC
CC1CC2(CC(C)OC2=O)C(=O)O1,1.663208414,TOXRIC
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,1.971365158,TOXRIC
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)COC(=O)CCC(=O)O)C2(C)C=CC(=O)C=C12,1.977311973,TOXRIC
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,2.393202164,TOXRIC
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,2.116681891,TOXRIC
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)c1ccncc1,2.145,"Hillary,TDC,TOXRIC"
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O,2.400887904,TOXRIC
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COS(=O)(=O)O,1.799369042,TOXRIC
CC1CC2CN(C)CC(C2O)C1N1CCCC1,2.6782907017180437,"Hillary,TOXRIC,USA data.gov"
