SMILES,rat_oral_LD50
Cc1ccc(S(=O)(=O)C=CC#N)cc1,2.158140429
CCOP(=S)(OCC)SCCSCC,5.023431334
CC(CC(=O)O)c1ccc(-c2ccccc2F)cc1,2.679717195
CN(CCO)CCCl,3.235560008
CCCCOC(=O)c1ccccc1C(=O)OCCCC,1.569584752
C=CC(CCCCC)OC(C)=O,2.301673297
O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.042624727
CCOC(=O)C(C)(C)NC(=O)c1cnc2cccc(C)n2c1=O,3.103591651
FC(F)(F)c1nc2c(Br)c(Br)c(Cl)c(Cl)c2[nH]1,5.079958335
Cc1ccc(N)cc1C,2.17388567
CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)CC3OC=O)CC2OC=O)CC(OC=O)C1OC=O,4.373083208
CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,1.862486187
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,1.670505295
Nc1ccc([N+](=O)[O-])cc1O,1.585813098
CCC(=CC(=NO)C(N)=O)/C(C)=[N+](\[O-])O,2.519279441
Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)[nH]n1,2.728175727
CC(=O)N(CCN(C)C)n1cc(-c2ccccc2)c2ccccc21,2.465685616
CCP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,3.501887331
C=CC(=O)OCCN(C)C,2.49788916
CC(Br)(CCl)CBr,2.506472075
C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,1.455668727
COc1ccc(O)c(C(c2c(O)ccc(OC)c2C(C)(C)C)c2c[n+]([O-])c3ccccc3[n+]2[O-])c1C(C)(C)C,2.027461327
Nc1ccc([N+](=O)[O-])c(N)c1,1.531878965
Nc1ccccc1[N+](=O)[O-],1.936155453
CCc1ccc2nc(C(F)(F)F)[nH]c2c1,3.883641159
c1cncc(C2=NCCC2)c1,1.891925306
N=C(N)C(O)c1ccc2c(c1)OCO2,1.84106883
Clc1ccc(N2N=NC3C4CC(C5N=NC45)C32)cc1,3.02067713
O=c1nc[nH]c2c1ccn2C1OC(CO)C(O)C1O,4.01192974
Cc1cc2[nH]c(C(F)(F)F)nc2cc1Br,3.559205308
Cc1cccc2c1C(=O)C(c1c(Cl)cccc1Cl)C2=O,2.81614169
C#CCN(C)Cc1ccccc1,2.764499718
FC(F)(F)c1cccc(-n2nc(OCCN3CCCCCC3)c3cccnc32)c1,2.606849806
COc1ccc2[nH]c(C)c(CC(=O)OCC(=O)O)c2c1,1.840852289
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,2.371904419
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,3.146628737
CC(C)=C/C(C)=N/Nc1nncc2ccccc12,2.588380154
CNC(=O)Oc1ccc(C)c2sccc12,3.344944125
CCN(CC)CCOc1ccccc1-n1c(C)ccc1-c1ccccc1,2.69709228
Cc1cccc2sc3nncn3c12,2.879079815
CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,3.207487873
CCC1(c2ccccc2)C(=O)NCNC1=O,2.162874933
Nc1cccc2c(S(=O)(=O)O)cccc12,1.649827299
C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O,2.422902863
C=COCC1CCC(COC=C)CC1,1.593928171
CCOP(=O)(OCC)OCC,2.194117556
CNc1ccc(Cl)cc1C(=O)c1ccccc1Cl,1.845336836
CN(C)C(=O)NC1CCCCCCC1,2.121253355
CCCC(=O)NP(=O)(OC)SC,3.227831194
CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,2.798299967
C=CC(C)(O)CCCCC,1.897755345
ClC1=C(Cl)C2(Cl)C3C(Cl)CCC3C1(Cl)C2(Cl)Cl,2.273391383
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,1.860867448
CCCc1c(Cc2ccc(-c3sccc3-c3nn[nH]n3)cc2)c(=O)nc2nc(C)[nH]n12,3.158877911
Cn1c2c(c(=O)n1-c1ccccc1)CCCC2,2.182405141
CC(O)C(O)C(=O)C(O)C(O)Oc1cccc2c(-c3c4cc(C(=O)O)cc(O)c4c(O)c4c(OC(O)C(O)C(=O)C(O)C(C)O)cccc34)c3cc(C(=O)O)cc(O)c3c(O)c12,1.935882954
CC(C)=CCC(CCN1CCCCC1)(C(N)=O)c1cccc2ccccc12,3.805861994
CCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1.745286289
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,2.065111081
N#CC(Cl)(Cl)Cl,2.761591092
CCOP(=S)(OCC)Oc1ccc(Cl)c([N+](=O)[O-])c1,3.512831093
CCOP(=O)(OCC)SCn1nc(C)ccc1=O,4.652911001
O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl,2.516073732
CCCCl.O[N+](=CCCl)CCCl,3.894983978
Clc1cc(Cl)c2oc(C3(Cn4cncn4)OCCO3)cc2c1,2.531690903
COc1ccccc1S,1.906220449
CCCCCCOCCOC(=O)CCC(=O)OCCOCCCCCC,1.942028926
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,1.898213542
CCCCC(CC)(CO)CO,1.502386472
Oc1ccc(Cl)cc1-c1ccccc1,1.766956437
CN1CCC(OC(=O)C2CCc3cc(C4CCCCC4)ccc32)CC1,2.775988321
COc1ccc(NC(=O)N(C)C)cc1Cl,2.155106302
COC(=O)C(C)(C)C(=O)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2cc(Cl)sc21,4.698930047
C=COCC(CC)CCCC,2.063539065
CCOP(=S)(OCC)SC1COCCS1,4.982867978
O=C(O)c1ccccc1C(=O)Nc1ccccc1,1.436155266
CCOP(=O)(OCC)Sc1ccc([N+](=O)[O-])cc1,4.819849711
CC1(CO)CN(c2ccccc2)NC1=O,2.561566998
CNC(=O)OCc1ccc(Cl)c(Cl)c1,2.097526413
CCN(CC)C(O)c1c(C)[nH]n(-c2ccccc2)c1=O,2.571243797
COc1ccc2c(c1)CCN(c1ccccc1)C2c1ccccc1[N+](=O)[O-],2.556800447
CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.772474689
CCOP(=S)(OCC)OC(C)C,2.326849745
COc1cc(C(=O)OCCOCCN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc(OC)c1OC,2.403004541
CNC(=O)Nc1nc2ccccc2s1,2.209301333
O=NN1CCCCCCCC1,2.440945222
CC(=O)Nc1cccc2c3ccccc3n(C)c12,1.883647766
COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)CC(C(C)C)O4,2.200236363
CCc1ccc(Oc2ccc(C)cc2CC(=O)O)c(Cl)c1,2.028674718
CCSP(=O)(Oc1cnn(C)c(=O)c1OC)OC(C)C,3.964223252
CCc1ccccc1OP(=O)(Oc1ccccc1CC)Oc1ccccc1CC,1.414603173
O=CCc1ccccc1,1.889395692
O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21,2.877258307
CCOP(=S)(OCC)Oc1ccc(F)nc1,4.344467597
CC(=O)Nc1c(I)c(C(=O)NC(C=O)C(O)C(O)C(O)CO)c(I)c(N(C)C(C)=O)c1I,1.596101497
CCCC(=O)c1ccc2c(c1)oc(=O)n2C,2.039889798
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,2.400411926
CNC(=O)Oc1cccc2c1OC(C)(C)C2,4.645925052
CCOP(=O)(SC(C)CC)N1CCSC1=O,3.696456025
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,3.049014301
O=C1c2ccccc2C(=O)N1CC1CO1,1.635819434
CCCCCCCCc1ccccc1O,1.867402242
CC(O)CNC(C)(C)Cc1ccc(Cl)cc1,3.207296781
CCCCCCOC(=O)c1ccccc1O,1.647938199
CCOC(=O)Cc1ccccc1,1.696869792
N#C[Cu],1.850042956
CN1c2c(oc(=NC3CCCCC3)n(C3CCCCC3)c2=O)-c2sc(Cl)cc2S1(=O)=O,4.207762689
C=CC(=C)CCCC(C)(C)O,1.46395775
CCOC(=O)c1c(C)cc2c(CO)n[nH]c(=O)c2c1C,2.198330261
CCCCOCCCC,1.245482656
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,1.886613037
Nc1cc2c(O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)c4ccc(S(=O)(=O)O)cc34)c(S(=O)(=O)O)cc2cc1S(=O)(=O)O,2.318157536
N#Cc1cc(Cl)cc2nc(C(F)(F)F)[nH]c12,4.710058306
CCOC(=O)CN=C=O,2.057898256
Cc1cc(C(C)(C)C)c(OB(OC(C)C)OC(C)C)c(C(C)(C)C)c1,1.825995017
CC(C)(C)CCO,2.310383143
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,2.05933542
O=C(Cc1ccccc1)NNCc1ccccc1,1.982824606
CCC(O)(c1ccccc1)c1cccc(C(F)(F)F)c1,2.098328527
CCOC(=S)C=Cc1ccc(OC)c(OC)c1,2.410751418
CCCCCCCCCCCC[N+](C)(C)CC(=O)O,3.584033246
CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O,2.378163159
CCCCC(CC)COCCCN,2.7674504
O=C(O)CCC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,2.590016582
CCCCCOc1ccc(Br)cc1COCCN1CCOCC1,2.507777188
CCOC(=O)NCCSP(=S)(OC)OC,3.403241301
Cc1ccc(N=C=O)cc1N=C=O,1.477517929
CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,2.996408836
NCC1=CCCCO1,2.053692939
FC(F)(F)c1nc2cc(Cl)c(Cl)c(Br)c2[nH]1,5.180039525
COc1ccc(OC)c2[nH]c(C(F)(F)F)nc12,3.61311563
COC(=O)CC(N)=S,2.647291667
CC(C)([N+](=O)[O-])C(C)(C)[N+](=O)[O-],3.54696688
CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,2.806348992
COP(=O)(SC)N(C)C(C)=O,1.993868106
c1ccc2c(c1)CCN1CCN=C1C2,3.491963685
CCC(C(=O)N1CCCC1C)(c1ccccc1)c1ccccc1,2.974538534
CC(C)=CCN(CC=C(C)C)CCC(C#N)c1cccc2ccccc12,2.937665808
O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,1.599784854
OCCc1ccncc1,1.546384004
CCCC[Sn](CCCC)(OC(=O)CCC)OC(=O)CCC,3.652135419
CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,2.388061241
CC1=C(C(C)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)C(C(C)O)=C3C,2.300088003
O=CC1=C(C(Cl)(Cl)Cl)C(Cl)(Cl)C(O)C1(Cl)Cl,2.866015451
COc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12,2.467235059
Cc1c(Nc2ncnc3ccccc23)c(=O)n(C)n1-c1ccccc1,2.953298617
COP(=S)(OC)SCN1C(=O)CCC1=O,4.58511251
COc1ccc(C(=O)c2ccccc2)c(O)c1,1.489173358
C#CCOc1ccc(N)cc1C(=O)NCCCC,2.454968302
COc1ccc(CC(N)C(=O)O)cc1C(=O)O,1.67984019
CC(=O)C1CC2C(C=C1C)C2(C)C,1.759728751
CC(=O)Nc1ccc2nc(C(F)(F)F)[nH]c2c1,4.010022597
CN(C)Cn1c(=O)oc2ccc(Cl)cc21,2.355380633
C=CC(=O)OCCCCCC(C)C,1.566505843
O=C1OC(CCN2CCCCC2)OC1(c1ccccc1)c1ccccc1,2.369767346
CCCCCCCCCCCC(=O)OCCSC#N,2.756564607
CN(C)S(=O)(=O)CCCCCNC(=O)N(CCCl)N=O,3.119020858
O=C(O)CCn1nc2ccccn2c1=O,1.61739669
CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,1.590481816
COc1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],1.241828614
CC(C)OP(C)(=O)F,5.406056846
NC1CONC1=O,1.310025961
Cc1ccc2c(c1)CC(=O)c1cc(C(C)C(=O)OCCOCCO)ccc1O2,3.244370897
CCOc1ccc(C(CN(C)C)C(C)CC)cc1Cl,2.798901646
O=C1c2c(Br)c(Br)c(Br)c(Br)c2C(=O)N1CCN1C(=O)c2c(Br)c(Br)c(Br)c(Br)c2C1=O,2.103334749
CCCCCCCCCCCCNC(=O)C[N+](C)(C)Cc1ccccc1,3.558221216
FC(F)(F)c1nc2c(Br)ccc(Br)c2[nH]1,4.280014389
O=Cc1ccccc1C(=O)O,1.301414899
CC(C)C(=O)c1ccc2cc(CC(=O)O)ccc2c1,2.107720305
CC(=O)CC(=O)Nc1ccccc1,1.859304986
Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],2.300875033
C=CCNCC=C,2.225564138
CC1=COC(C)(C=O)CC1,1.755757145
CC(Oc1ccccc1C1CCCCC1)C(=N)NO,3.702882691
CCCCCCc1ccc(C)cc1O,1.922255965
c1ccc2nc3ccccc3cc2c1,1.952361324
Cc1cc(C)c(S(=O)(=O)O)cc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1O,2.338921418
CCOC(=O)C1=CN(CC)C2CCCC(C)N2C1=O,2.552699199
COc1ccc2c(c1)CCN(c1cccc(F)c1)C2c1cccc(F)c1,2.545796814
CCOC(=O)C(=O)Nc1cc(OC)nc(-c2ccccc2)n1,2.274882032
CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC,1.469774985
CCCC[N+](CCCC)(CCCC)CCCC,2.085806727
CCOC(=O)C1(CCCCCCOc2ccc(Cl)cc2)CO1,3.116368617
O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,1.34290803
CC(C)=CCCC(C)CCOC=O,1.341196561
[N-]=[N+]=C1C=Cc2c(cccc2S(=O)(=O)Cl)C1=O,1.924086978
CC(=O)Nc1ccc(-c2ccc(N)cc2)cc1,2.142456646
CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,1.215313197
C[N+]1(CCNP(=S)(NCC[N+]2(C)Cc3c(ccc4c3OCO4)C3C(O)Cc4cc5c(cc4C32)OCO5)NCC[N+]2(C)Cc3c(ccc4c3OCO4)C3C(O)Cc4cc5c(cc4C32)OCO5)Cc2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4,3.097732656
CC(N)C1CCC(c2ccccc2)CC1,2.469350234
CN(C)CCCn1c2ccc(Cl)cc2c(=O)c2cccnc21,2.800447622
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,1.894765635
CCOC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.841329827
CCCSP(=O)(OC)SCCC,4.526033141
NCCNCCNCCNCCN,1.976680225
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,2.392760066
CC(CS)C(=O)N1CCCC1C(=O)O,1.709162045
C=C(Cl)CCl,2.540059521
CC(=O)O[Pb](C)(C)OC(C)=O,3.236798877
O[n+]1c2ccccc2[n+](O)c2c3ccccc3ccc21,1.757710997
NC(=S)Nc1ccc(-c2ccc(NC(N)=S)cc2)cc1,3.179592002
CC(C)Cc1ccc2ccccc2n1,2.25920493
CCCNC1CCc2nc(N)sc2C1,2.421879386
CC1COn2c1nc1ccccc1c2=O,2.422147637
ON=CC(O)(C#Cc1ccccc1)c1ccccc1,1.458158512
OC[P+](CO)(CO)CO,2.904482867
CC(C)CC(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)O)C(C)C)C(C)C,2.53523334
CC1(C)Cc2cccc(OC(=O)NCSc3ccc(Cl)cc3)c2O1,4.163001468
Oc1ccc(Br)cc1Br,3.702266783
O=C(Cl)C(Cl)Cl,1.777527019
C=CCOC(=O)C(=C)C,3.255806428
CNC(=O)c1cc(OC)n(-c2cccc(Cl)c2)n1,2.236870834
C=CCN(CC=C)c1c(C)cc(OC(=O)NC)cc1C,3.488937119
Cc1cccn2c(=O)c(C(=O)NC3CCCC3)cnc12,3.0355418
N=C(N)N/N=C(\c1ccc(F)cc1)c1ccc(C(F)(F)F)cc1,3.212068427
Cc1nccn1Cc1ccccc1,2.236111323
O=S(=O)(CCO)CS(=O)(=O)CCO,1.860859969
COCCCNc1nc(NCCCOC)nc(SC)n1,2.333038266
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,1.614347054
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,3.560457817
CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,2.837741561
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,3.527149472
OCC(O)C(O)C(O)C(O)CO,1.09461618
CCCCC(CC)COC(C[n+]1ccccc1)c1cccc(C2CCCCC2)c1,3.198242385
Cc1ccc2nc3sc(=O)sc3nc2c1,2.328388871
CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,1.902173383
CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(CO)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O,2.096626413
CCCCCCCCC(=O)O,1.500349014
O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,2.690487346
CN(C)c1ccc(-c2nc(=O)n(C)nc2-c2ccc(N(C)C)cc2)cc1,2.066248876
CN(C)C(=O)Nc1cccc(OC(F)(F)C(F)F)c1,2.345410153
NC(=O)CCCCC1CCSS1,2.015825287
CCOc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12,2.487527227
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,3.636454028
CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC1=O,5.443786173
CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,3.002297411
CC(C)NC1Cc2ccccc2Cc2ccccc21,2.701348624
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCC(O)C(C)(C)O,4.619767217
CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1O,1.397700282
CCCOc1ccc(C=CC(=S)OCC)cc1OC,2.443439598
CC(=O)OCC12CC(O)C(C)=CC1OC1C(O)C(O)C2(C)C12CO2,3.973245256
CCOc1ccc(C(CC(C)c2ccccc2)N(CC)CC)cc1,2.236773756
CC(C)OP(=O)(OC(C)C)SCc1ccccc1,2.71955576
CCCOP(=O)(OCCC)Oc1cnn(C)c(=O)c1OC,4.329441273
COc1cc2c(OC3OCC(OC)C(OC)C3O)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)C(=O)OC3,4.635902559
S=C(Nc1ccccc1)Nc1ccccc1,3.659573951
COCNC(=O)CSP(=S)(OC)OC,2.635632842
CCOC(C1=NCC(C)(CC)CN1)c1cccc(Cl)c1,3.525083108
CCN(CC(F)(F)F)N=O,2.211151145
CCOC(=O)COP(=S)(OCC)OCC,2.408680822
CC(C)CC[Sn](=O)CCC(C)C,3.626895749
ClCCN(CCCl)CCCl,4.611782767
CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccccc1,2.702877519
Nc1ccc(S(N)(=O)=O)cc1,1.644991238
Cc1cc(Cl)ccc1OCC(=O)Nc1ccccc1,1.787279382
Cc1nnc(SCCCSc2nnnn2C)o1,2.736171727
CC1Oc2ccccc2CC1N(C)C,2.372099911
CC(=O)NNC(=O)c1ccccn1,2.425272044
CN(C)N=Nc1nc[nH]c1C(N)=O,1.92868534
NCc1cccc(CN)c1,2.165687782
CCCC1OC(Cn2cncn2)(c2cc3ccccc3o2)OCC1CC,2.550763857
O=C1CC(N2C(=O)c3ccccc3C2=O)CC(=O)N1CN1CCOCC1,1.650023244
CCC(=O)CC,1.604760843
O=C(Cl)c1cccc(C(=O)Cl)c1,1.965124699
CCOP(=O)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.5399576
c1ccc(C2c3ccccc3CCN2c2ccccc2)cc1,2.455438751
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,2.053552834
CNC(=O)/C(=N/Nc1ccc(C)cc1)C(C)=O,2.066830755
COc1ccccc1OCCOC(=O)c1ccccc1OC(C)=O,2.051495796
COP(=S)(OC)OC(C)(C)C1CC=C(C)CC1,3.046657458
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,1.951904826
O=[N+]([O-])c1ccc2nc(C(F)(F)F)[nH]c2c1,4.800025038
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,3.490163218
CCN(Cc1ccccc1)N=O,2.817454303
CCCOCC(C)O,1.673894961
N#CCCNc1ccccc1,1.49282872
CCCC(=O)O,1.643975489
CC(=O)/C=C/C1C(C)C=C(C)CC1C,1.567980457
CC(C)c1cccc(C(C)C)c1N=C=O,2.157655925
O=C(O)C(O)C(O)C(=O)O,1.499829473
CC(C)OC(=O)c1ccccc1,1.6436749
O=C(O)CCCCCCCCCCl,1.616397786
CC(=O)Nc1ccc(C(C[N+](=O)[O-])Sc2ccc(C)cc2)cc1,1.615961882
CCOC(=O)Nc1ccco1,1.892999666
CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1,2.792224944
CSCCC(N)C(=O)O,0.617509982
CCC=CCC1(C(C)C)C(=O)NC(=O)NC1=O,2.669530173
NC(=O)N1c2ccccc2C=Cc2ccccc21,2.081825108
CN(C)C(=O)c1cccc(-c2ccccc2)c1O,2.103785722
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(OC(=O)C=CC(=O)O)C(C)(C)C5CCC43C)C2C1,1.965960152
[O-][n+]1c2ccccc2nc2ccccc21,1.473174989
O=C(O)c1ccccc1OP(=O)(O)O,2.295688583
Cc1ccc(S(=O)(=O)N(C)N=O)cc1,1.899548958
CCN(CC)C(=O)c1ccc(OC)c(O)c1,2.049981186
CC(=O)N(C)N=O,3.70796597
COc1ccc2c3c1OC1CC(O)C=C(CCN(C)C2)C31,3.58336354
CCNC(=O)ON=C1SCOC1C,3.86300616
O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,2.043480708
C[Si](C)(C)N[Si](C)(C)C,2.278476532
CCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.74541427
CC(=O)CCC(C)C,1.552470488
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,1.989523637
CCOC(=O)OC(=O)OCC,2.280473921
c1ccc(C2=NN(c3ccccc3)C(c3ccccc3)C2)cc1,1.571692822
CCC(C)C(=O)OC1CC(C)CCC1C(C)C,1.681940973
CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,2.210551853
CC(C)CCC(=O)O,1.753302742
CC(C)[N+](=O)[O-],2.092515961
CC(=O)Nc1ccc(OC(=O)c2cccs2)cc1,1.76393022
CCCCCOC(=O)CCCC,0.686956055
CCN(CC)CCNC(=O)c1cc([N+](=O)[O-])c(N(C)C)cc1OC,2.596966857
O=C(O)c1ccccc1C(=O)c1ccccc1,1.691794284
Cc1cccc(OC(C)C)c1N(C)C(=O)CCl,2.430083546
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,1.909748176
CCCCCCCCCCCCCCCNP1(=S)OCc2cc([N+](=O)[O-])ccc2O1,3.261585436
CCNP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.871303039
Nc1ccc2cc(S(=O)(=O)O)ccc2c1CS(=O)(=O)O,1.537742464
COc1ccc(C(=O)CCC(=O)O)c2ccccc12,2.156806502
CN1CCN(CC(=O)N/N=C/c2ccc([N+](=O)[O-])o2)CC1,2.481308762
CC(=O)SCC(C)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,1.910094819
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,3.663832224
CC(C)=CC1C(C(=O)OCc2ccc(C)cc2C)C1(C)C,0.854935768
c1ccc(N2CCOCC2)cc1,2.244290425
NCC1CCC(C(=O)Oc2ccc(CCC(=O)O)cc2)CC1,2.307873077
CCOP(=O)(CC)SCSCSP(=O)(CC)OCC,5.333562249
CCOC(=O)c1ccc(OC)cc1,1.946131849
CCCCC[Si](OCC)(OCC)OCC,1.068949845
O=[N+]([O-])c1ccc(C(O)C(CO)N=Cc2ccc(N(CCCl)CCCl)cc2)cc1,2.041715325
Brc1cnc[nH]1,2.76930346
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,2.857701608
C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N[Si](C)(C)N1,3.466398982
C=CC(=O)OCCCCCCOC(=O)C=C,1.655660811
CCO[Si](C)(C)c1ccccc1,1.865116017
c1ccc(-c2nc3ccccc3o2)cc1,1.813405278
CC(CC(=O)c1ccc(-c2ccc(F)cc2F)cc1)C(=O)O,3.356185736
C=CCSP(=O)(NC(=O)CC)OC,3.251850328
Cc1nc(C)c(C)nc1C,1.853137363
CC(=O)OC1CCCCC1C(C)(C)C,1.634578023
COc1ccc(CC(C)N(C)C(=O)Cn2nc(-c3ccccc3)ccc2=O)cc1OC,2.542009118
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,1.740611703
CCOC(=O)C(CCc1ccccc1)NC1CSC(c2cccs2)CN(CC(=O)O)C1=O,1.979202258
CN1CCc2ccccc21,2.027574649
CNC(=O)Oc1ccc(NC(C)=O)cc1,2.418695682
CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,2.596129408
O=C1OC(CBr)CC12CC(CBr)OC2=O,1.835034513
NC(=O)OC(CCl)Cc1ccccc1,2.639535275
CC(C)(C)CCCCCC(=O)OCC1CO1,1.358566781
C=CCOc1ccccc1C(=O)N(C)C,2.443066257
CCCCCCCc1ccccc1O,1.844651107
ClC(Cl)(Br)CBr,3.097759974
Cc1ccc2c(c1)c(-c1ccccc1)cn2N(CCN(C)C)CCN(C)C,2.570515539
BrCBr,3.206713466
CCCP(=O)(O)OCC,1.820487029
CCCCCCCSC,3.243554882
CC(=O)O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,3.380228524
Cc1ccc(S(=O)(=O)O)c(N)c1,1.343956389
CN=C1OC(c2ccccc2)C(=O)C1c1cccc(C(F)(F)F)c1,2.823877036
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,1.525291053
C=C(OP(=O)(OCC)OCC)P(=O)(OC)OC,3.221607185
CCC=CCCOC(=O)Cc1ccccc1,1.640075774
Cc1ccc(N2C(=O)C=CC2=O)cc1N1C(=O)C=CC1=O,2.070430402
O=C(O)c1ccc(O)cc1,1.140262858
